student_id,age,gender,parent_education,lunch,internet_access,extracurricular,siblings,test_prep_course,study_time_hrs,attendance_pct,math_score,reading_score,writing_score,total_score,average_score,grade,pass_fail
784,16,f,high school,standard,yes,yes,1,none,1.0,88.0,65.0,57.0,64.0,186,62.0,B,Pass
793,18,MALE,associate's degree,standard,yes,yes,2,completed,3.0,72.0,77.0,79.0,77.0,233,77.7,A,Pass
81,15,M,associate's degree,standard,yes,yes,1,completed,3.0,89.0,78.0,81.0,81.0,240,80.0,A,PASS
573,14,Male,high school,standard,no,yes,4,completed,3.0,85.0,68.0,82.0,68.0,218,72.7,A,PASS
563,18,Male,bachelor's degree,free/reduced,yes,no,2,none,4.0,75.0,80.0,62.0,77.0,219,73.0,A,Pass
778,16,female,master's degree,standard,no,yes,2,none,2.0,77.0,88.0,89.0,68.0,245,81.7,A+,Pass
575,14,Male,master's degree,free/reduced,yes,no,1,none,3.0,62.0,69.0,66.0,66.0,201,67.0,B,PASS
289,16,MALE,associate's degree,standard,yes,yes,4,none,1.0,66.0,58.0,58.0,48.0,164,54.7,C,Pass
212,18,Male,associate's degree,standard,no,no,1,none,4.0,73.0,66.0,76.0,82.0,224,74.7,A,PASS
308,16,Female,master's degree,standard,yes,yes,1,completed,2.0,77.0,75.0,76.0,95.0,246,82.0,A+,Pass
675,15,female,associate's degree,standard,no,yes,4,completed,4.0,71.0,78.0,91.0,88.0,257,85.7,A+,pass
927,15,Male,high school,standard,no,no,3,none,2.0,99.0,58.0,67.0,83.0,208,69.3,B,PASS
422,14,Female,associate's degree,standard,yes,yes,3,none,2.0,74.0,60.0,64.0,63.0,187,62.3,B,PASS
519,15,Female,master's degree,standard,yes,no,2,completed,2.0,77.0,75.0,77.0,71.0,223,74.3,A,PASS
816,18,male,associate's degree,standard,yes,no,2,none,1.0,74.0,59.0,73.0,55.0,187,62.3,B,PASS
842,18,F,associate's degree,standard,yes,no,2,none,1.0,99.0,68.0,70.0,72.0,210,70.0,B,Pass
854,16,,,free/reduced,,yes,1,none,,,,,,269,89.7,A+,Pass
302,14,m,high school,free/reduced,no,no,1,none,5.0,65.0,61.0,61.0,77.0,199,66.3,B,pass
474,14,female,some college,standard,yes,yes,0,none,4.0,72.0,84.0,77.0,68.0,229,76.3,A,PASS
259,18,f,master's degree,standard,yes,yes,4,none,2.0,75.0,78.0,79.0,89.0,246,82.0,A+,PASS
853,18,Male,some college,standard,yes,yes,2,none,2.0,64.0,64.0,66.0,57.0,187,62.3,B,pass
102,14,FEMALE,some college,standard,no,yes,2,completed,3.0,85.0,82.0,86.0,81.0,249,83.0,A+,PASS
990,15,F,some college,standard,yes,yes,4,completed,3.0,80.0,66.0,73.0,86.0,225,75.0,A,PASS
467,18,F,bachelor's degree,standard,no,yes,3,none,2.0,74.0,75.0,76.0,69.0,220,73.3,A,pass
554,16,f,bachelor's degree,free/reduced,yes,no,4,completed,3.0,84.0,82.0,78.0,67.0,227,75.7,A,PASS
638,16,m,associate's degree,free/reduced,yes,yes,0,none,2.0,62.0,65.0,56.0,52.0,173,57.7,C,Pass
914,15,F,high school,standard,yes,no,3,completed,3.0,97.0,79.0,69.0,79.0,227,75.7,A,pass
453,14,Female,high school,standard,yes,no,3,none,5.0,98.0,77.0,76.0,83.0,236,78.7,A,PASS
273,14,Female,high school,free/reduced,yes,no,1,none,2.0,75.0,42.0,58.0,68.0,168,56.0,C,Pass
655,15,F,associate's degree,standard,yes,yes,2,completed,2.0,97.0,70.0,79.0,73.0,222,74.0,A,pass
846,18,M,some college,free/reduced,yes,yes,3,none,2.0,71.0,,49.0,55.0,171,57.0,C,PASS
175,14,f,some college,free/reduced,yes,yes,3,none,3.0,79.0,59.0,58.0,73.0,190,63.3,B,PASS
819,14,Female,high school,standard,no,yes,0,none,2.0,87.0,66.0,68.0,66.0,200,66.7,B,pass
919,15,,,standard,,no,0,completed,,,,,,214,71.3,A,pass
598,16,M,,standard,,no,3,completed,,,,,,178,59.3,C,PASS
901,17,MALE,high school,standard,yes,no,4,completed,1.0,71.0,60.0,60.0,53.0,173,57.7,C,PASS
756,18,f,some college,standard,yes,yes,2,completed,3.0,82.0,71.0,76.0,72.0,219,73.0,A,pass
968,17,FEMALE,some college,standard,yes,no,4,none,1.0,66.0,66.0,48.0,53.0,167,55.7,C,pass
351,17,female,high school,standard,yes,yes,3,none,2.0,88.0,62.0,64.0,76.0,202,67.3,B,Pass
705,16,MALE,associate's degree,free/reduced,yes,no,4,none,1.0,68.0,46.0,49.0,53.0,148,49.3,D,Fail
634,14,MALE,some college,standard,yes,no,1,none,3.0,82.0,61.0,65.0,79.0,205,68.3,B,PASS
349,16,FEMALE,associate's degree,free/reduced,yes,no,4,none,4.0,70.0,80.0,85.0,74.0,239,79.7,A,PASS
992,14,female,some college,standard,yes,yes,3,none,3.0,76.0,66.0,67.0,76.0,209,69.7,B,Pass
186,15,Male,associate's degree,free/reduced,yes,no,4,completed,3.0,99.0,89.0,80.0,84.0,253,84.3,A+,pass
438,16,f,master's degree,free/reduced,no,yes,3,none,1.0,82.0,65.0,66.0,62.0,193,64.3,B,Pass
803,15,Male,high school,standard,yes,yes,0,none,4.0,71.0,63.0,81.0,56.0,200,66.7,B,Pass
376,15,Female,high school,standard,yes,yes,4,none,2.0,80.0,63.0,58.0,66.0,187,62.3,B,pass
475,14,male,high school,standard,no,no,0,completed,2.0,74.0,63.0,68.0,72.0,203,67.7,B,Pass
570,15,M,some college,standard,yes,yes,0,none,4.0,73.0,77.0,55.0,61.0,193,64.3,B,pass
912,16,Male,high school,standard,yes,yes,0,completed,1.0,98.0,59.0,63.0,56.0,178,59.3,C,Pass
830,17,,,standard,,no,0,none,,,,,,243,81.0,A+,PASS
888,16,female,high school,standard,yes,yes,0,none,1.0,95.0,59.0,65.0,74.0,198,66.0,B,pass
417,18,Male,some college,free/reduced,yes,yes,4,none,4.0,66.0,65.0,60.0,59.0,184,61.3,B,pass
764,17,f,associate's degree,standard,yes,no,2,completed,2.0,84.0,75.0,86.0,81.0,242,80.7,A+,PASS
373,17,f,associate's degree,standard,yes,no,0,none,1.0,60.0,44.0,58.0,50.0,152,50.7,C,pass
760,16,MALE,associate's degree,standard,yes,yes,3,none,2.0,95.0,68.0,82.0,68.0,218,72.7,A,PASS
540,15,FEMALE,some college,standard,yes,yes,0,none,3.0,78.0,66.0,75.0,71.0,212,70.7,A,Pass
725,17,m,some college,standard,yes,no,3,completed,3.0,87.0,91.0,83.0,87.0,261,87.0,A+,pass
537,15,Female,some college,standard,yes,no,4,completed,,,,,,267,89.0,A+,PASS
693,14,M,some college,free/reduced,no,yes,1,none,3.0,88.0,75.0,65.0,62.0,202,67.3,B,pass
136,14,M,some college,standard,yes,no,4,none,3.0,78.0,67.0,53.0,78.0,198,66.0,B,Pass
879,18,male,some college,standard,yes,no,3,completed,1.0,90.0,71.0,53.0,64.0,188,62.7,B,Pass
677,15,Female,bachelor's degree,standard,no,no,1,none,3.0,69.0,73.0,82.0,72.0,227,75.7,A,Pass
583,14,F,some college,standard,no,yes,0,completed,3.0,85.0,83.0,85.0,83.0,251,83.7,A+,pass
248,14,male,associate's degree,standard,yes,yes,1,completed,2.0,73.0,72.0,77.0,73.0,222,74.0,A,pass
665,14,,,standard,,no,1,completed,,,,,,215,71.7,A,Pass
499,18,m,master's degree,standard,yes,yes,4,completed,3.0,89.0,86.0,89.0,78.0,253,84.3,A+,Pass
387,15,M,bachelor's degree,standard,yes,yes,2,none,5.0,66.0,86.0,87.0,86.0,259,86.3,A+,pass
637,16,M,bachelor's degree,standard,yes,yes,2,none,4.0,74.0,68.0,79.0,81.0,228,76.0,A,pass
996,15,Male,bachelor's degree,standard,yes,yes,2,completed,3.0,97.0,86.0,85.0,88.0,259,86.3,A+,pass
938,18,Male,bachelor's degree,standard,yes,no,3,none,4.0,89.0,85.0,88.0,93.0,266,88.7,A+,pass
690,15,Female,bachelor's degree,free/reduced,yes,no,0,none,4.0,79.0,77.0,80.0,78.0,235,78.3,A,Pass
772,14,male,bachelor's degree,standard,yes,yes,4,completed,5.0,75.0,96.0,88.0,90.0,274,91.3,O,pass
640,14,FEMALE,associate's degree,free/reduced,no,yes,0,completed,3.0,65.0,73.0,79.0,72.0,224,74.7,A,PASS
685,17,male,high school,free/reduced,yes,no,4,none,1.0,67.0,50.0,45.0,59.0,154,51.3,C,pass
147,16,M,associate's degree,standard,yes,no,3,none,3.0,66.0,66.0,62.0,68.0,196,65.3,B,Pass
375,18,MALE,high school,free/reduced,yes,no,0,none,1.0,86.0,60.0,54.0,61.0,175,58.3,C,pass
263,17,Male,some college,standard,yes,no,2,none,3.0,98.0,77.0,77.0,71.0,225,75.0,A,pass
477,18,m,associate's degree,standard,no,no,2,none,2.0,82.0,76.0,78.0,68.0,222,74.0,A,pass
965,17,MALE,master's degree,standard,yes,no,1,completed,3.0,95.0,95.0,87.0,79.0,261,87.0,A+,pass
141,14,FEMALE,high school,standard,no,yes,0,completed,2.0,77.0,70.0,73.0,69.0,212,70.7,A,PASS
924,14,M,high school,standard,no,no,3,completed,4.0,99.0,97.0,88.0,91.0,276,92.0,O,PASS
589,14,Female,master's degree,free/reduced,yes,no,3,none,4.0,85.0,73.0,71.0,83.0,227,75.7,A,pass
345,18,M,high school,free/reduced,no,yes,0,none,1.0,94.0,58.0,58.0,62.0,178,59.3,C,PASS
811,17,Male,high school,standard,yes,no,3,none,2.0,72.0,57.0,53.0,62.0,172,57.3,C,Pass
978,14,Female,bachelor's degree,free/reduced,yes,yes,0,none,2.0,69.0,60.0,59.0,73.0,192,64.0,B,pass
27,14,Female,some college,standard,yes,yes,1,completed,5.0,93.0,100.0,81.0,98.0,279,93.0,O,pass
156,15,f,high school,free/reduced,yes,yes,2,completed,2.0,82.0,77.0,64.0,63.0,204,68.0,B,pass
911,17,M,some college,free/reduced,yes,yes,4,completed,1.0,94.0,58.0,70.0,63.0,191,63.7,B,pass
143,16,female,some college,standard,yes,yes,4,none,3.0,75.0,61.0,77.0,72.0,210,70.0,B,Pass
676,14,MALE,associate's degree,free/reduced,no,yes,0,completed,5.0,76.0,91.0,82.0,81.0,254,84.7,A+,pass
700,18,m,high school,standard,yes,yes,1,completed,3.0,98.0,72.0,75.0,70.0,217,72.3,A,pass
379,14,female,high school,standard,yes,yes,1,none,3.0,85.0,78.0,79.0,65.0,222,74.0,A,pass
400,14,Male,high school,free/reduced,no,yes,2,completed,4.0,76.0,83.0,84.0,67.0,234,78.0,A,pass
908,17,male,bachelor's degree,standard,no,yes,4,none,1.0,76.0,50.0,63.0,72.0,185,61.7,B,pass
100,18,MALE,high school,free/reduced,no,no,2,completed,3.0,88.0,78.0,77.0,63.0,218,72.7,A,Pass
397,15,FEMALE,some college,standard,no,no,4,none,1.0,78.0,74.0,49.0,64.0,187,62.3,B,pass
845,18,M,bachelor's degree,free/reduced,no,no,0,none,3.0,84.0,70.0,72.0,70.0,212,70.7,A,PASS
167,15,female,some college,standard,no,no,0,completed,4.0,70.0,78.0,85.0,84.0,247,82.3,A+,Pass
604,16,f,master's degree,free/reduced,yes,no,4,completed,1.0,62.0,91.0,57.0,70.0,218,72.7,A,pass
24,14,F,bachelor's degree,standard,yes,no,3,completed,1.0,93.0,82.0,70.0,86.0,238,79.3,A,PASS
805,18,Female,bachelor's degree,free/reduced,yes,yes,4,completed,4.0,82.0,62.0,82.0,94.0,238,79.3,A,pass
205,16,f,high school,standard,no,no,4,none,5.0,73.0,69.0,71.0,82.0,222,74.0,A,pass
34,15,f,associate's degree,standard,no,no,2,completed,2.0,68.0,77.0,74.0,78.0,229,76.3,A,Pass
198,18,F,associate's degree,standard,no,no,3,completed,3.0,96.0,69.0,98.0,77.0,244,81.3,A+,Pass
790,15,MALE,high school,standard,no,no,1,completed,4.0,70.0,66.0,85.0,72.0,223,74.3,A,pass
953,14,Male,bachelor's degree,standard,yes,yes,4,none,4.0,75.0,77.0,81.0,86.0,244,81.3,A+,Pass
650,17,male,,free/reduced,,yes,3,none,,,,,,238,79.3,A,Pass
971,17,FEMALE,associate's degree,standard,yes,yes,1,completed,5.0,61.0,71.0,83.0,91.0,245,81.7,A+,pass
497,16,MALE,master's degree,free/reduced,yes,no,1,completed,2.0,76.0,76.0,69.0,76.0,221,73.7,A,Pass
10,16,Female,bachelor's degree,free/reduced,yes,no,1,none,1.0,73.0,49.0,63.0,51.0,163,54.3,C,Pass
11,14,MALE,associate's degree,free/reduced,yes,no,3,completed,2.0,61.0,,,,177,59.0,C,PASS
80,18,Female,some college,standard,yes,no,2,none,3.0,68.0,59.0,69.0,62.0,190,63.3,B,Pass
895,15,Female,some college,free/reduced,yes,yes,0,none,5.0,73.0,83.0,81.0,80.0,244,81.3,A+,Pass
797,17,M,high school,standard,yes,yes,2,none,1.0,61.0,56.0,34.0,54.0,144,48.0,D,Fail
119,14,F,bachelor's degree,standard,no,yes,0,none,4.0,79.0,80.0,92.0,83.0,255,85.0,A+,Pass
857,16,Male,master's degree,free/reduced,yes,yes,3,none,2.0,93.0,81.0,60.0,77.0,218,72.7,A,Pass
235,18,F,some college,standard,yes,yes,1,none,2.0,93.0,64.0,63.0,88.0,215,71.7,A,pass
606,18,male,high school,standard,no,no,0,completed,3.0,99.0,82.0,85.0,81.0,248,82.7,A+,pass
556,17,FEMALE,some college,free/reduced,yes,yes,2,none,1.0,75.0,43.0,66.0,46.0,155,51.7,C,pass
290,17,FEMALE,master's degree,standard,yes,no,1,none,5.0,60.0,94.0,93.0,100.0,287,95.7,O,PASS
217,16,FEMALE,bachelor's degree,standard,no,yes,4,none,2.0,74.0,78.0,81.0,75.0,234,78.0,A,Pass
50,17,female,bachelor's degree,standard,yes,no,3,completed,3.0,69.0,80.0,82.0,88.0,250,83.3,A+,pass
516,16,M,master's degree,standard,no,no,0,completed,2.0,88.0,79.0,87.0,79.0,245,81.7,A+,PASS
437,18,female,high school,standard,yes,yes,4,none,2.0,62.0,58.0,50.0,65.0,173,57.7,C,pass
917,18,F,high school,standard,no,yes,3,completed,2.0,63.0,57.0,56.0,64.0,177,59.0,C,pass
510,16,FEMALE,associate's degree,standard,yes,no,0,completed,1.0,79.0,56.0,70.0,68.0,194,64.7,B,pass
624,17,female,bachelor's degree,standard,yes,no,1,none,5.0,65.0,92.0,85.0,74.0,251,83.7,A+,Pass
145,17,female,high school,standard,no,yes,3,completed,4.0,76.0,71.0,70.0,74.0,215,71.7,A,PASS
490,18,m,bachelor's degree,free/reduced,yes,no,3,none,4.0,83.0,80.0,70.0,74.0,224,74.7,A,PASS
701,16,Female,bachelor's degree,free/reduced,no,no,2,none,4.0,79.0,82.0,85.0,77.0,244,81.3,A+,PASS
801,16,M,high school,free/reduced,no,yes,1,completed,1.0,85.0,,59.0,56.0,177,59.0,C,Pass
334,17,M,high school,free/reduced,yes,yes,0,completed,,,,,,166,55.3,C,pass
113,14,F,associate's degree,standard,yes,yes,0,completed,2.0,87.0,86.0,79.0,66.0,231,77.0,A,PASS
439,15,MALE,high school,standard,yes,no,3,none,1.0,88.0,69.0,55.0,56.0,180,60.0,C,PASS
562,18,m,master's degree,standard,yes,yes,0,completed,2.0,65.0,93.0,90.0,72.0,255,85.0,A+,Pass
361,18,f,bachelor's degree,free/reduced,yes,no,2,none,4.0,84.0,77.0,85.0,83.0,245,81.7,A+,PASS
683,16,Male,associate's degree,standard,no,yes,4,completed,3.0,68.0,83.0,73.0,72.0,228,76.0,A,PASS
421,16,,,free/reduced,,no,1,completed,,,,,,278,92.7,O,Pass
339,14,Female,associate's degree,free/reduced,no,no,2,none,5.0,67.0,72.0,73.0,77.0,222,74.0,A,Pass
603,15,F,master's degree,standard,yes,yes,0,none,3.0,79.0,89.0,84.0,90.0,263,87.7,A+,Pass
961,14,M,some college,free/reduced,yes,yes,1,completed,2.0,89.0,47.0,66.0,71.0,184,61.3,B,Pass
777,14,Male,some college,free/reduced,yes,no,3,none,2.0,67.0,60.0,46.0,45.0,151,50.3,C,Pass
609,18,F,bachelor's degree,standard,yes,yes,3,none,5.0,73.0,90.0,74.0,89.0,253,84.3,A+,PASS
352,15,male,bachelor's degree,free/reduced,yes,yes,0,completed,1.0,93.0,74.0,70.0,74.0,218,72.7,A,Pass
688,14,MALE,high school,free/reduced,yes,no,2,completed,3.0,69.0,,62.0,48.0,164,54.7,C,PASS
479,15,m,associate's degree,free/reduced,yes,no,4,none,1.0,85.0,55.0,58.0,68.0,181,60.3,B,pass
897,18,female,some college,standard,no,yes,1,none,2.0,88.0,70.0,74.0,56.0,200,66.7,B,Pass
435,15,f,high school,free/reduced,no,no,0,none,2.0,94.0,54.0,57.0,57.0,168,56.0,C,PASS
633,17,Male,high school,standard,no,yes,3,none,3.0,64.0,42.0,62.0,72.0,176,58.7,C,Pass
323,15,f,some college,standard,no,yes,3,none,4.0,99.0,83.0,84.0,86.0,253,84.3,A+,Pass
744,14,Male,bachelor's degree,free/reduced,yes,no,1,none,3.0,61.0,65.0,64.0,69.0,198,66.0,B,Pass
454,17,FEMALE,master's degree,free/reduced,yes,yes,4,none,1.0,69.0,,74.0,66.0,188,62.7,B,Pass
875,16,FEMALE,some college,free/reduced,no,no,0,none,3.0,78.0,64.0,53.0,62.0,179,59.7,C,pass
184,18,m,bachelor's degree,free/reduced,yes,no,4,completed,2.0,94.0,72.0,89.0,80.0,241,80.3,A+,Pass
368,14,female,high school,standard,yes,no,3,none,3.0,60.0,66.0,63.0,71.0,200,66.7,B,PASS
581,14,female,bachelor's degree,standard,yes,yes,1,none,3.0,89.0,65.0,88.0,70.0,223,74.3,A,PASS
343,15,male,high school,standard,yes,no,1,none,,78.0,,,,180,60.0,C,PASS
307,14,f,master's degree,free/reduced,no,yes,2,none,2.0,72.0,53.0,64.0,75.0,192,64.0,B,PASS
218,17,MALE,master's degree,free/reduced,yes,no,4,none,1.0,95.0,74.0,65.0,67.0,206,68.7,B,Pass
464,17,m,some college,standard,no,no,0,none,3.0,71.0,63.0,68.0,72.0,203,67.7,B,Pass
38,16,MALE,some college,free/reduced,yes,yes,1,completed,2.0,93.0,71.0,74.0,62.0,207,69.0,B,PASS
314,14,Male,master's degree,standard,no,no,3,completed,3.0,77.0,87.0,70.0,82.0,239,79.7,A,pass
597,18,,,standard,,no,1,none,,,,,,177,59.0,C,pass
189,14,M,bachelor's degree,standard,yes,yes,2,none,1.0,60.0,55.0,59.0,60.0,174,58.0,C,pass
955,16,MALE,high school,standard,yes,no,4,none,4.0,80.0,58.0,65.0,73.0,196,65.3,B,Pass
37,14,female,bachelor's degree,standard,yes,no,3,none,2.0,92.0,70.0,70.0,92.0,232,77.3,A,Pass
709,14,FEMALE,some college,standard,yes,no,2,completed,1.0,97.0,,,,211,70.3,A,Pass
847,15,Female,some college,free/reduced,yes,no,1,completed,4.0,85.0,85.0,72.0,68.0,225,75.0,A,pass
892,17,m,high school,standard,yes,no,4,none,3.0,77.0,85.0,62.0,72.0,219,73.0,A,Pass
698,16,Female,master's degree,free/reduced,yes,yes,0,none,2.0,80.0,69.0,74.0,84.0,227,75.7,A,PASS
404,14,m,associate's degree,standard,no,yes,3,completed,2.0,81.0,74.0,64.0,74.0,212,70.7,A,Pass
494,16,Female,associate's degree,standard,yes,no,4,completed,1.0,83.0,70.0,72.0,67.0,209,69.7,B,Pass
786,14,MALE,associate's degree,standard,yes,yes,3,completed,3.0,85.0,81.0,78.0,81.0,240,80.0,A,pass
234,14,FEMALE,associate's degree,standard,yes,yes,2,none,3.0,88.0,71.0,75.0,77.0,223,74.3,A,Pass
103,16,FEMALE,high school,standard,yes,yes,1,none,1.0,64.0,67.0,51.0,57.0,175,58.3,C,Pass
426,14,male,high school,standard,yes,yes,2,none,1.0,61.0,46.0,51.0,48.0,145,48.3,D,FAIL
833,16,MALE,some college,standard,yes,yes,3,completed,2.0,80.0,74.0,86.0,76.0,236,78.7,A,Pass
977,18,Female,bachelor's degree,standard,no,no,4,none,2.0,64.0,67.0,59.0,55.0,181,60.3,B,PASS
66,15,Female,associate's degree,standard,yes,yes,2,completed,4.0,94.0,98.0,100.0,90.0,288,96.0,O,PASS
1000,16,MALE,bachelor's degree,standard,yes,yes,4,none,2.0,72.0,62.0,63.0,65.0,190,63.3,B,pass
164,17,female,some college,standard,yes,no,4,none,1.0,93.0,65.0,75.0,68.0,208,69.3,B,PASS
264,17,m,bachelor's degree,standard,yes,yes,2,completed,2.0,93.0,68.0,89.0,86.0,243,81.0,A+,pass
232,15,f,bachelor's degree,standard,yes,no,0,none,5.0,74.0,70.0,78.0,76.0,224,74.7,A,pass
434,14,F,associate's degree,standard,yes,no,2,none,2.0,85.0,79.0,72.0,81.0,232,77.3,A,Pass
236,16,female,master's degree,free/reduced,no,no,3,none,3.0,77.0,61.0,72.0,89.0,222,74.0,A,Pass
508,17,M,bachelor's degree,free/reduced,yes,yes,4,completed,2.0,76.0,57.0,70.0,77.0,204,68.0,B,Pass
176,16,Female,master's degree,standard,yes,no,0,completed,2.0,91.0,76.0,90.0,85.0,251,83.7,A+,Pass
753,16,female,high school,free/reduced,yes,no,2,none,2.0,67.0,57.0,56.0,50.0,163,54.3,C,PASS
954,18,F,associate's degree,standard,yes,no,4,completed,4.0,96.0,70.0,99.0,84.0,253,84.3,A+,Pass
303,18,MALE,associate's degree,standard,yes,yes,1,none,4.0,75.0,69.0,76.0,84.0,229,76.3,A,pass
72,18,FEMALE,bachelor's degree,standard,no,no,4,none,3.0,61.0,82.0,73.0,75.0,230,76.7,A,pass
169,14,m,high school,standard,yes,no,1,none,1.0,73.0,60.0,43.0,45.0,148,49.3,D,FAIL
90,15,F,high school,free/reduced,yes,no,1,none,1.0,69.0,42.0,49.0,49.0,140,46.7,D,FAIL
118,16,F,some college,free/reduced,yes,yes,2,completed,4.0,70.0,59.0,82.0,79.0,220,73.3,A,Pass
322,14,m,,standard,yes,no,4,completed,,,,,,197,65.7,B,Pass
647,14,Male,bachelor's degree,standard,no,no,2,none,1.0,97.0,87.0,63.0,70.0,220,73.3,A,Pass
995,17,Female,associate's degree,standard,yes,yes,1,none,4.0,99.0,72.0,95.0,86.0,253,84.3,A+,PASS
757,14,f,some college,standard,no,no,3,none,5.0,70.0,69.0,92.0,75.0,236,78.7,A,Pass
62,14,male,some college,standard,yes,no,1,none,4.0,63.0,73.0,75.0,78.0,226,75.3,A,pass
729,15,M,master's degree,standard,yes,no,2,completed,3.0,69.0,89.0,76.0,90.0,255,85.0,A+,Pass
187,15,FEMALE,associate's degree,free/reduced,yes,no,1,completed,5.0,66.0,84.0,87.0,87.0,258,86.0,A+,PASS
572,15,Male,some college,standard,yes,no,0,none,3.0,92.0,71.0,67.0,78.0,216,72.0,A,pass
402,18,F,high school,standard,yes,yes,2,none,2.0,71.0,64.0,62.0,69.0,195,65.0,B,PASS
233,15,f,bachelor's degree,standard,yes,yes,4,completed,2.0,73.0,67.0,83.0,78.0,228,76.0,A,PASS
520,17,female,high school,free/reduced,yes,yes,0,none,2.0,79.0,57.0,63.0,64.0,184,61.3,B,PASS
922,15,MALE,associate's degree,standard,yes,yes,4,none,5.0,61.0,74.0,78.0,91.0,243,81.0,A+,pass
73,15,M,some college,free/reduced,yes,yes,3,completed,4.0,88.0,71.0,75.0,84.0,230,76.7,A,PASS
724,18,m,master's degree,standard,yes,yes,0,completed,4.0,77.0,91.0,87.0,88.0,266,88.7,A+,PASS
271,15,F,high school,standard,yes,no,3,completed,3.0,64.0,71.0,66.0,80.0,217,72.3,A,PASS
112,16,M,bachelor's degree,free/reduced,yes,yes,0,completed,1.0,98.0,64.0,75.0,58.0,197,65.7,B,pass
800,17,M,bachelor's degree,standard,yes,no,0,none,3.0,85.0,81.0,80.0,85.0,246,82.0,A+,PASS
758,14,Male,associate's degree,standard,no,no,1,completed,3.0,61.0,69.0,63.0,61.0,193,64.3,B,pass
743,17,FEMALE,bachelor's degree,standard,no,no,4,none,4.0,80.0,66.0,95.0,95.0,256,85.3,A+,PASS
227,18,male,high school,standard,yes,yes,3,completed,1.0,91.0,63.0,54.0,65.0,182,60.7,B,pass
330,16,F,associate's degree,standard,yes,no,1,completed,2.0,85.0,65.0,69.0,66.0,200,66.7,B,PASS
611,15,M,bachelor's degree,standard,yes,no,2,none,3.0,78.0,70.0,78.0,68.0,216,72.0,A,PASS
728,17,MALE,some college,standard,yes,yes,4,completed,3.0,86.0,73.0,73.0,80.0,226,75.3,A,pass
196,17,FEMALE,associate's degree,standard,yes,no,2,none,1.0,92.0,66.0,61.0,76.0,203,67.7,B,Pass
337,18,male,master's degree,standard,yes,yes,0,none,5.0,86.0,86.0,89.0,97.0,272,90.7,O,PASS
366,16,m,,free/reduced,,no,4,none,,,,,,198,66.0,B,Pass
795,14,male,bachelor's degree,standard,no,yes,3,none,2.0,81.0,66.0,72.0,66.0,204,68.0,B,pass
29,18,female,high school,free/reduced,yes,yes,0,completed,5.0,78.0,79.0,78.0,75.0,232,77.3,A,pass
730,15,F,some college,standard,yes,yes,3,completed,1.0,91.0,62.0,67.0,82.0,211,70.3,A,Pass
966,14,M,high school,standard,yes,yes,3,none,2.0,79.0,44.0,57.0,60.0,161,53.7,C,PASS
704,18,FEMALE,some college,standard,yes,no,0,none,5.0,66.0,85.0,79.0,83.0,247,82.3,A+,PASS
138,17,MALE,some college,standard,yes,no,1,none,1.0,75.0,65.0,55.0,62.0,182,60.7,B,PASS
566,16,female,bachelor's degree,free/reduced,yes,yes,4,completed,1.0,66.0,66.0,64.0,60.0,190,63.3,B,pass
779,18,FEMALE,high school,standard,yes,yes,3,completed,1.0,64.0,52.0,58.0,56.0,166,55.3,C,pass
500,15,F,some college,standard,yes,yes,4,none,1.0,99.0,58.0,69.0,57.0,184,61.3,B,pass
394,15,Female,some college,standard,no,yes,3,none,2.0,75.0,66.0,58.0,74.0,198,66.0,B,PASS
383,18,FEMALE,high school,standard,yes,yes,1,completed,5.0,95.0,,100.0,88.0,282,94.0,O,pass
222,17,MALE,high school,standard,yes,yes,3,none,4.0,72.0,73.0,66.0,72.0,211,70.3,A,Pass
473,14,Male,bachelor's degree,standard,yes,yes,4,none,2.0,66.0,57.0,59.0,75.0,191,63.7,B,Pass
684,18,f,master's degree,standard,yes,yes,4,completed,2.0,61.0,53.0,78.0,85.0,216,72.0,A,pass
481,18,Female,some college,standard,yes,no,0,completed,4.0,70.0,78.0,92.0,87.0,257,85.7,A+,Pass
663,17,male,some college,standard,yes,yes,4,completed,3.0,71.0,84.0,59.0,78.0,221,73.7,A,pass
496,17,m,high school,free/reduced,yes,no,0,none,2.0,63.0,51.0,44.0,51.0,146,48.7,D,FAIL
329,17,F,bachelor's degree,free/reduced,yes,no,1,completed,4.0,80.0,100.0,80.0,72.0,252,84.0,A+,Pass
13,17,Male,master's degree,free/reduced,yes,no,3,completed,5.0,62.0,92.0,93.0,97.0,282,94.0,O,Pass
617,18,male,high school,standard,yes,yes,2,none,5.0,77.0,74.0,79.0,78.0,231,77.0,A,Pass
949,15,female,master's degree,standard,no,yes,2,none,2.0,79.0,75.0,79.0,67.0,221,73.7,A,Pass
207,18,FEMALE,some college,standard,no,yes,1,completed,4.0,90.0,83.0,72.0,94.0,249,83.0,A+,pass
104,18,F,high school,standard,no,no,1,completed,2.0,90.0,65.0,73.0,71.0,209,69.7,B,Pass
668,16,f,associate's degree,standard,yes,no,2,completed,1.0,80.0,52.0,75.0,61.0,188,62.7,B,pass
310,18,f,high school,standard,no,no,2,none,1.0,96.0,55.0,75.0,58.0,188,62.7,B,Pass
528,17,Female,bachelor's degree,free/reduced,yes,no,2,none,1.0,78.0,55.0,71.0,72.0,198,66.0,B,pass
223,16,F,high school,standard,yes,no,3,none,5.0,93.0,71.0,79.0,88.0,238,79.3,A,Pass
